,Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type
2708,Icelandair,Á áætlun,2021-07-24,2021-09-12,Seattle,FI681,17:05,Departure
2709,Icelandair,Á áætlun,2021-07-24,2021-09-12,Boston,FI631,17:15,Departure
2710,Wizz Air,Á áætlun,2021-07-24,2021-09-12,Kraká,W65054,17:15,Departure
2711,Icelandair,Á áætlun,2021-07-24,2021-09-12,Vancouver,FI697,17:20,Departure
2712,Transavia,Á áætlun,2021-07-24,2021-09-12,Amsterdam,HV6886,20:05,Departure
2713,Wizz Air,Á áætlun,2021-07-24,2021-09-12,Riga,W62598,20:50,Departure
2714,Wizz Air,Á áætlun,2021-07-24,2021-09-13,Varsjá,W61540,00:05,Departure
2715,Lufthansa,Á áætlun,2021-07-24,2021-09-13,Frankfurt,LH869,00:25,Departure
2716,Eurowings,Á áætlun,2021-07-24,2021-09-13,Dusseldorf,EW9281,00:30,Departure
2717,Czech Airlines,Á áætlun,2021-07-24,2021-09-13,Prag,OK461,01:30,Departure
2718,Play,Á áætlun,2021-07-24,2021-09-13,París CDG,OG400,06:00,Departure
2719,Play,Á áætlun,2021-07-24,2021-09-13,Berlin Brandenburg,OG700,06:00,Departure
2720,Play,Á áætlun,2021-07-24,2021-09-13,London Stansted,OG800,06:30,Departure
2721,Icelandair,Á áætlun,2021-07-24,2021-09-13,Zurich,FI568,07:20,Departure
2722,Icelandair,Á áætlun,2021-07-24,2021-09-13,Munchen,FI532,07:20,Departure
2723,Icelandair,Á áætlun,2021-07-24,2021-09-13,Genf,FI564,07:20,Departure
2724,Icelandair,Á áætlun,2021-07-24,2021-09-13,Frankfurt,FI520,07:25,Departure
2725,Icelandair,Á áætlun,2021-07-24,2021-09-13,Helsinki,FI342,07:30,Departure
2726,Icelandair,Á áætlun,2021-07-24,2021-09-13,Dublin,FI416,07:30,Departure
2727,Icelandair,Á áætlun,2021-07-24,2021-09-13,Glasgow,FI430,07:35,Departure
2728,Icelandair,Á áætlun,2021-07-24,2021-09-13,Dusseldorf,FI578,07:35,Departure
2729,Icelandair,Á áætlun,2021-07-24,2021-09-13,Stokkhólmur,FI306,07:35,Departure
2730,Icelandair,Á áætlun,2021-07-24,2021-09-13,París CDG,FI542,07:40,Departure
2731,Icelandair,Á áætlun,2021-07-24,2021-09-13,London Heathrow,FI450,07:40,Departure
2732,Icelandair,Á áætlun,2021-07-24,2021-09-13,Amsterdam,FI500,07:40,Departure
2733,Icelandair,Á áætlun,2021-07-24,2021-09-13,Brussel,FI554,07:40,Departure
2734,Icelandair,Á áætlun,2021-07-24,2021-09-13,Berlin Brandenburg,FI528,07:40,Departure
2735,Icelandair,Á áætlun,2021-07-24,2021-09-13,London Gatwick,FI470,07:45,Departure
2736,Icelandair,Á áætlun,2021-07-24,2021-09-13,Kaupmannahöfn,FI204,07:45,Departure
2737,Icelandair,Á áætlun,2021-07-24,2021-09-13,Amsterdam,FI506,07:50,Departure
2738,Icelandair,Á áætlun,2021-07-24,2021-09-13,Osló,FI318,07:50,Departure
2739,Icelandair,Á áætlun,2021-07-24,2021-09-13,Kaupmannahöfn,FI206,08:00,Departure
2740,Neos,Á áætlun,2021-07-24,2021-09-13,Alicante,NO1902,08:20,Departure
2741,Icelandair,Á áætlun,2021-07-24,2021-09-13,Manchester,FI440,08:25,Departure
2742,Icelandair,Á áætlun,2021-07-24,2021-09-13,Alicante,FI1582,08:50,Departure
2743,EasyJet,Á áætlun,2021-07-24,2021-09-13,London Luton,EZY2296,09:10,Departure
2744,Icelandair,Á áætlun,2021-07-24,2021-09-13,Boston,FI635,09:20,Departure
2745,Delta,Á áætlun,2021-07-24,2021-09-13,Minneapolis St Paul,DL261,09:30,Departure
2746,United Airlines,Á áætlun,2021-07-24,2021-09-13,Chicago,UA913,10:30,Departure
2747,SAS,Á áætlun,2021-07-24,2021-09-13,Kaupmannahöfn,SK596,10:30,Departure
2748,JET2.Com,Á áætlun,2021-07-24,2021-09-13,Manchester,LS4088,11:15,Departure
2749,Delta,Á áætlun,2021-07-24,2021-09-13,New York JFK,DL247,11:15,Departure
2750,SAS,Á áætlun,2021-07-24,2021-09-13,Osló,SK4788,11:15,Departure
2751,United Airlines,Á áætlun,2021-07-24,2021-09-13,New York Newark,UA967,11:20,Departure
2752,Atlantic Airways,Á áætlun,2021-07-24,2021-09-13,Vagar,RC402,11:40,Departure
2753,Air Baltic,Á áætlun,2021-07-24,2021-09-13,Riga,BT170,15:10,Departure
2754,Play,Á áætlun,2021-07-24,2021-09-13,Kaupmannahöfn,OG904,15:15,Departure
2755,Play,Á áætlun,2021-07-24,2021-09-13,Barcelona,OG614,15:15,Departure
2756,Icelandair,Á áætlun,2021-07-24,2021-09-13,Mílanó,FI592,15:20,Departure
2757,Icelandair,Á áætlun,2021-07-24,2021-09-13,París CDG,FI540,16:00,Departure
2758,Icelandair,Á áætlun,2021-07-24,2021-09-13,London Heathrow,FI454,16:10,Departure
2759,Icelandair,Á áætlun,2021-07-24,2021-09-13,Kaupmannahöfn,FI216,16:10,Departure
2760,Icelandair,Á áætlun,2021-07-24,2021-09-13,Billund,FI274,16:40,Departure
2761,Icelandair,Á áætlun,2021-07-24,2021-09-13,Minneapolis St Paul,FI657,16:45,Departure
2762,Icelandair,Á áætlun,2021-07-24,2021-09-13,Chicago,FI853,16:45,Departure
2763,Icelandair,Á áætlun,2021-07-24,2021-09-13,Washington Dulles,FI645,16:50,Departure
2764,Icelandair,Á áætlun,2021-07-24,2021-09-13,Portland,FI665,16:50,Departure
2765,Icelandair,Á áætlun,2021-07-24,2021-09-13,Chicago,FI837,16:50,Departure
2766,Icelandair,Á áætlun,2021-07-24,2021-09-13,Denver,FI671,16:55,Departure
2767,Icelandair,Á áætlun,2021-07-24,2021-09-13,New York JFK,FI615,17:00,Departure
2768,Icelandair,Á áætlun,2021-07-24,2021-09-13,New York Newark,FI623,17:00,Departure
2769,Icelandair,Á áætlun,2021-07-24,2021-09-13,Toronto,FI603,17:05,Departure
2770,Icelandair,Á áætlun,2021-07-24,2021-09-13,Seattle,FI681,17:05,Departure
2771,Icelandair,Á áætlun,2021-07-24,2021-09-13,Boston,FI631,17:15,Departure
2772,Icelandair,Á áætlun,2021-07-24,2021-09-13,Vancouver,FI697,17:20,Departure
2773,Icelandair,Á áætlun,2021-07-24,2021-09-13,Orlando,FI689,17:25,Departure
2774,Transavia,Á áætlun,2021-07-24,2021-09-13,Amsterdam,HV6888,18:20,Departure
2775,Wizz Air,Á áætlun,2021-07-24,2021-09-13,Wroclaw,W61898,18:50,Departure
2776,Wizz Air,Á áætlun,2021-07-24,2021-09-13,Rome Fiumicino,W68266,19:20,Departure
2777,Wizz Air,Á áætlun,2021-07-24,2021-09-13,Katowice,W61168,20:45,Departure
2778,Vueling,Á áætlun,2021-07-24,2021-09-13,Barcelona,VY8561,21:55,Departure
2779,Lufthansa,Á áætlun,2021-07-24,2021-09-14,Frankfurt,LH869,00:25,Departure
2780,Czech Airlines,Á áætlun,2021-07-24,2021-09-14,Prag,OK461,01:30,Departure
2781,Icelandair,Á áætlun,2021-07-24,2021-09-14,Genf,FI564,07:20,Departure
2782,Icelandair,Á áætlun,2021-07-24,2021-09-14,Munchen,FI532,07:20,Departure
2783,Icelandair,Á áætlun,2021-07-24,2021-09-14,Zurich,FI568,07:20,Departure
2784,Icelandair,Á áætlun,2021-07-24,2021-09-14,Frankfurt,FI520,07:25,Departure
2785,Icelandair,Á áætlun,2021-07-24,2021-09-14,Dublin,FI416,07:30,Departure
2786,Icelandair,Á áætlun,2021-07-24,2021-09-14,Helsinki,FI342,07:30,Departure
2787,Icelandair,Á áætlun,2021-07-24,2021-09-14,Glasgow,FI430,07:35,Departure
2788,Icelandair,Á áætlun,2021-07-24,2021-09-14,Stokkhólmur,FI306,07:35,Departure
2789,Icelandair,Á áætlun,2021-07-24,2021-09-14,Brussel,FI554,07:40,Departure
2790,Icelandair,Á áætlun,2021-07-24,2021-09-14,London Heathrow,FI450,07:40,Departure
2791,Icelandair,Á áætlun,2021-07-24,2021-09-14,París CDG,FI542,07:40,Departure
2792,Icelandair,Á áætlun,2021-07-24,2021-09-14,Amsterdam,FI500,07:40,Departure
2793,Icelandair,Á áætlun,2021-07-24,2021-09-14,Berlin Brandenburg,FI528,07:40,Departure
2794,Icelandair,Á áætlun,2021-07-24,2021-09-14,Amsterdam,FI506,07:45,Departure
2795,Icelandair,Á áætlun,2021-07-24,2021-09-14,Kaupmannahöfn,FI204,07:45,Departure
2796,Icelandair,Á áætlun,2021-07-24,2021-09-14,Osló,FI318,07:50,Departure
2797,Icelandair,Á áætlun,2021-07-24,2021-09-14,Hamborg,FI510,07:50,Departure
2798,Icelandair,Á áætlun,2021-07-24,2021-09-14,París CDG,FI544,07:50,Departure
2799,Icelandair,Á áætlun,2021-07-24,2021-09-14,Kaupmannahöfn,FI206,08:00,Departure
2800,Neos,Á áætlun,2021-07-24,2021-09-14,Chania,NO2958,08:20,Departure
2801,Icelandair,Á áætlun,2021-07-24,2021-09-14,Lanzarote,FI1510,08:40,Departure
2802,Icelandair,Á áætlun,2021-07-24,2021-09-14,Chania,FI1586,09:00,Departure
2803,Delta,Á áætlun,2021-07-24,2021-09-14,Minneapolis St Paul,DL261,09:30,Departure
2804,Play,Á áætlun,2021-07-24,2021-09-14,Alicante,OG600,10:00,Departure
2805,Play,Á áætlun,2021-07-24,2021-09-14,Tenerife South,OG620,10:10,Departure
2806,United Airlines,Á áætlun,2021-07-24,2021-09-14,Chicago,UA913,10:30,Departure
2807,SAS,Á áætlun,2021-07-24,2021-09-14,Kaupmannahöfn,SK596,10:30,Departure
2808,British Airways,Á áætlun,2021-07-24,2021-09-14,London Heathrow,BA801,10:45,Departure
2809,Delta,Á áætlun,2021-07-24,2021-09-14,New York JFK,DL247,11:15,Departure
2810,United Airlines,Á áætlun,2021-07-24,2021-09-14,New York Newark,UA967,11:20,Departure
2811,SAS,Á áætlun,2021-07-24,2021-09-14,Osló,SK4788,11:40,Departure
2812,Vueling,Á áætlun,2021-07-24,2021-09-14,Barcelona,VY2008,12:20,Departure
2813,Lufthansa,Á áætlun,2021-07-24,2021-09-14,Frankfurt,LH857,13:35,Departure
2814,Icelandair,Á áætlun,2021-07-24,2021-09-14,Madríd,FI594,14:00,Departure
2815,Wizz Air,Á áætlun,2021-07-24,2021-09-14,Dortmund,W64714,15:50,Departure
2816,Icelandair,Á áætlun,2021-07-24,2021-09-14,Frankfurt,FI524,15:55,Departure
2817,Icelandair,Á áætlun,2021-07-24,2021-09-14,Kaupmannahöfn,FI216,16:10,Departure
2818,Icelandair,Á áætlun,2021-07-24,2021-09-14,London Heathrow,FI454,16:10,Departure
2819,Wizz Air,Á áætlun,2021-07-24,2021-09-14,Búdapest,W62428,16:25,Departure
2820,Icelandair,Á áætlun,2021-07-24,2021-09-14,Minneapolis St Paul,FI657,16:45,Departure
2821,Icelandair,Á áætlun,2021-07-24,2021-09-14,Chicago,FI853,16:45,Departure
2822,Icelandair,Á áætlun,2021-07-24,2021-09-14,Portland,FI665,16:50,Departure
2823,Icelandair,Á áætlun,2021-07-24,2021-09-14,Chicago,FI837,16:50,Departure
2824,Icelandair,Á áætlun,2021-07-24,2021-09-14,Washington Dulles,FI645,16:50,Departure
2825,Icelandair,Á áætlun,2021-07-24,2021-09-14,Denver,FI671,16:55,Departure
2826,Icelandair,Á áætlun,2021-07-24,2021-09-14,New York JFK,FI615,17:00,Departure
2827,Icelandair,Á áætlun,2021-07-24,2021-09-14,Minneapolis St Paul,FI659,17:00,Departure
2828,Icelandair,Á áætlun,2021-07-24,2021-09-14,New York Newark,FI623,17:00,Departure
2829,Icelandair,Á áætlun,2021-07-24,2021-09-14,Toronto,FI603,17:05,Departure
2830,Icelandair,Á áætlun,2021-07-24,2021-09-14,Seattle,FI681,17:05,Departure
2831,Icelandair,Á áætlun,2021-07-24,2021-09-14,Boston,FI631,17:15,Departure
2832,Icelandair,Á áætlun,2021-07-24,2021-09-14,Vancouver,FI697,17:20,Departure
2833,Icelandair,Á áætlun,2021-07-24,2021-09-14,Orlando,FI689,17:25,Departure
2834,Wizz Air,Á áætlun,2021-07-24,2021-09-14,Vín,W62858,17:50,Departure
2835,Wizz Air,Á áætlun,2021-07-24,2021-09-14,Wroclaw,W61898,18:50,Departure
2836,Wizz Air,Á áætlun,2021-07-24,2021-09-14,Mílanó,W65566,19:20,Departure
2837,Wizz Air,Á áætlun,2021-07-24,2021-09-14,Gdansk,W61774,20:50,Departure
2838,Wizz Air,Á áætlun,2021-07-24,2021-09-14,London Luton,W94498,21:55,Departure
2839,Wizz Air,Á áætlun,2021-07-24,2021-09-15,Varsjá,W61540,00:10,Departure
2840,Transavia,Á áætlun,2021-07-24,2021-09-15,París Orly,TO4041,00:45,Departure
2841,Iberia Express,Á áætlun,2021-07-24,2021-09-15,Madríd,I23661,01:35,Departure
2842,Icelandair,Á áætlun,2021-07-24,2021-09-15,Munchen,FI532,07:20,Departure
2843,Icelandair,Á áætlun,2021-07-24,2021-09-15,Genf,FI564,07:20,Departure
2844,Icelandair,Á áætlun,2021-07-24,2021-09-15,Zurich,FI568,07:20,Departure
2845,Icelandair,Á áætlun,2021-07-24,2021-09-15,Frankfurt,FI520,07:25,Departure
2846,Icelandair,Á áætlun,2021-07-24,2021-09-15,Helsinki,FI342,07:30,Departure
2847,Icelandair,Á áætlun,2021-07-24,2021-09-15,Dublin,FI416,07:30,Departure
2848,Icelandair,Á áætlun,2021-07-24,2021-09-15,Glasgow,FI430,07:35,Departure
2849,Icelandair,Á áætlun,2021-07-24,2021-09-15,Dusseldorf,FI578,07:35,Departure
2850,Icelandair,Á áætlun,2021-07-24,2021-09-15,Stokkhólmur,FI306,07:35,Departure
2851,Icelandair,Á áætlun,2021-07-24,2021-09-15,Brussel,FI554,07:40,Departure
2852,Icelandair,Á áætlun,2021-07-24,2021-09-15,París CDG,FI542,07:40,Departure
2853,Icelandair,Á áætlun,2021-07-24,2021-09-15,London Heathrow,FI450,07:40,Departure
2854,Icelandair,Á áætlun,2021-07-24,2021-09-15,Amsterdam,FI500,07:40,Departure
2855,Icelandair,Á áætlun,2021-07-24,2021-09-15,Berlin Brandenburg,FI528,07:40,Departure
2856,Icelandair,Á áætlun,2021-07-24,2021-09-15,London Gatwick,FI470,07:45,Departure
2857,Icelandair,Á áætlun,2021-07-24,2021-09-15,Kaupmannahöfn,FI204,07:45,Departure
2858,Icelandair,Á áætlun,2021-07-24,2021-09-15,Amsterdam,FI506,07:50,Departure
2859,Icelandair,Á áætlun,2021-07-24,2021-09-15,Osló,FI318,07:50,Departure
2860,Icelandair,Á áætlun,2021-07-24,2021-09-15,París CDG,FI544,07:50,Departure
2861,Neos,Á áætlun,2021-07-24,2021-09-15,Tenerife South,NO3924,08:20,Departure
2862,Icelandair,Á áætlun,2021-07-24,2021-09-15,Kaupmannahöfn,FI206,08:20,Departure
2863,Icelandair,Á áætlun,2021-07-24,2021-09-15,Tenerife South,FI580,08:40,Departure
2864,Icelandair,Á áætlun,2021-07-24,2021-09-15,Tenerife South,FI582,08:50,Departure
2865,Delta,Á áætlun,2021-07-24,2021-09-15,Minneapolis St Paul,DL261,09:30,Departure
2866,Wizz Air,Á áætlun,2021-07-24,2021-09-15,Kraká,W65054,10:15,Departure
2867,United Airlines,Á áætlun,2021-07-24,2021-09-15,Chicago,UA913,10:30,Departure
2868,SAS,Á áætlun,2021-07-24,2021-09-15,Kaupmannahöfn,SK596,10:30,Departure
2869,Delta,Á áætlun,2021-07-24,2021-09-15,New York JFK,DL247,11:15,Departure
2870,United Airlines,Á áætlun,2021-07-24,2021-09-15,New York Newark,UA967,11:20,Departure
2871,SAS,Á áætlun,2021-07-24,2021-09-15,Osló,SK4788,11:40,Departure
2872,Vueling,Á áætlun,2021-07-24,2021-09-15,Barcelona,VY2008,12:20,Departure
2873,Icelandair,Á áætlun,2021-07-24,2021-09-15,Mílanó,FI592,15:20,Departure
2874,Edelweiss,Á áætlun,2021-07-24,2021-09-15,Zurich,WK301,15:50,Departure
2875,Icelandair,Á áætlun,2021-07-24,2021-09-15,London Heathrow,FI454,16:10,Departure
2876,Icelandair,Á áætlun,2021-07-24,2021-09-15,Kaupmannahöfn,FI216,16:10,Departure
2877,Icelandair,Á áætlun,2021-07-24,2021-09-15,Osló,FI324,16:25,Departure
2878,Icelandair,Á áætlun,2021-07-24,2021-09-15,Stokkhólmur,FI312,16:25,Departure
2879,Icelandair,Á áætlun,2021-07-24,2021-09-15,Minneapolis St Paul,FI657,16:45,Departure
2880,Icelandair,Á áætlun,2021-07-24,2021-09-15,Chicago,FI853,16:45,Departure
2881,Icelandair,Á áætlun,2021-07-24,2021-09-15,Chicago,FI837,16:50,Departure
2882,Icelandair,Á áætlun,2021-07-24,2021-09-15,Portland,FI665,16:50,Departure
2883,Icelandair,Á áætlun,2021-07-24,2021-09-15,Washington Dulles,FI645,16:50,Departure
2884,Icelandair,Á áætlun,2021-07-24,2021-09-15,Denver,FI671,16:55,Departure
2885,Icelandair,Á áætlun,2021-07-24,2021-09-15,New York JFK,FI615,17:00,Departure
2886,Icelandair,Á áætlun,2021-07-24,2021-09-15,New York Newark,FI623,17:00,Departure
2887,Icelandair,Á áætlun,2021-07-24,2021-09-15,Toronto,FI603,17:05,Departure
2888,Icelandair,Á áætlun,2021-07-24,2021-09-15,Seattle,FI681,17:05,Departure
2889,Icelandair,Á áætlun,2021-07-24,2021-09-15,Boston,FI631,17:15,Departure
2890,Icelandair,Á áætlun,2021-07-24,2021-09-15,Vancouver,FI697,17:20,Departure
2891,Icelandair,Á áætlun,2021-07-24,2021-09-15,Orlando,FI689,17:25,Departure
2892,Wizz Air,Á áætlun,2021-07-24,2021-09-15,Rome Fiumicino,W68266,19:20,Departure
2893,Transavia,Á áætlun,2021-07-24,2021-09-15,Amsterdam,HV6888,19:50,Departure
2894,Lufthansa,Á áætlun,2021-07-24,2021-09-16,Frankfurt,LH869,00:25,Departure
2895,Czech Airlines,Á áætlun,2021-07-24,2021-09-16,Prag,OK461,01:30,Departure
2896,Play,Á áætlun,2021-07-24,2021-09-16,París CDG,OG400,06:00,Departure
2897,Play,Á áætlun,2021-07-24,2021-09-16,Berlin Brandenburg,OG700,06:00,Departure
2898,Play,Á áætlun,2021-07-24,2021-09-16,London Stansted,OG800,06:30,Departure
2899,Icelandair,Á áætlun,2021-07-24,2021-09-16,Munchen,FI532,07:20,Departure
2900,Icelandair,Á áætlun,2021-07-24,2021-09-16,Zurich,FI568,07:20,Departure
2901,Icelandair,Á áætlun,2021-07-24,2021-09-16,Frankfurt,FI520,07:25,Departure
2902,Icelandair,Á áætlun,2021-07-24,2021-09-16,Dublin,FI416,07:30,Departure
2903,Icelandair,Á áætlun,2021-07-24,2021-09-16,Helsinki,FI342,07:30,Departure
2904,Icelandair,Á áætlun,2021-07-24,2021-09-16,Glasgow,FI430,07:35,Departure
2905,Icelandair,Á áætlun,2021-07-24,2021-09-16,Dusseldorf,FI578,07:35,Departure
2906,Icelandair,Á áætlun,2021-07-24,2021-09-16,Stokkhólmur,FI306,07:35,Departure
2907,Icelandair,Á áætlun,2021-07-24,2021-09-16,London Heathrow,FI450,07:40,Departure
2908,Icelandair,Á áætlun,2021-07-24,2021-09-16,París CDG,FI542,07:40,Departure
2909,Icelandair,Á áætlun,2021-07-24,2021-09-16,Brussel,FI554,07:40,Departure
2910,Icelandair,Á áætlun,2021-07-24,2021-09-16,Amsterdam,FI500,07:40,Departure
2911,Icelandair,Á áætlun,2021-07-24,2021-09-16,Berlin Brandenburg,FI528,07:40,Departure
2912,Icelandair,Á áætlun,2021-07-24,2021-09-16,London Gatwick,FI470,07:45,Departure
2913,Icelandair,Á áætlun,2021-07-24,2021-09-16,Kaupmannahöfn,FI204,07:45,Departure
2914,Icelandair,Á áætlun,2021-07-24,2021-09-16,Amsterdam,FI506,07:50,Departure
2915,Icelandair,Á áætlun,2021-07-24,2021-09-16,Osló,FI318,07:50,Departure
2916,Icelandair,Á áætlun,2021-07-24,2021-09-16,París CDG,FI544,07:50,Departure
2917,Icelandair,Á áætlun,2021-07-24,2021-09-16,Hamborg,FI510,07:50,Departure
2918,Neos,Á áætlun,2021-07-24,2021-09-16,Alicante,NO4902,08:20,Departure
2919,Icelandair,Á áætlun,2021-07-24,2021-09-16,Kaupmannahöfn,FI206,08:25,Departure
2920,Icelandair,Á áætlun,2021-07-24,2021-09-16,Malta Luqa,FI1016,08:35,Departure
2921,Norwegian,Á áætlun,2021-07-24,2021-09-16,Osló,DY1171,08:35,Departure
2922,Icelandair,Á áætlun,2021-07-24,2021-09-16,Bilbao,FI1538,08:40,Departure
2923,Icelandair,Á áætlun,2021-07-24,2021-09-16,Tenerife South,FI580,08:40,Departure
2924,Icelandair,Á áætlun,2021-07-24,2021-09-16,Manchester,FI440,08:45,Departure
2925,EasyJet,Á áætlun,2021-07-24,2021-09-16,London Luton,EZY2296,08:45,Departure
2926,Icelandair,Á áætlun,2021-07-24,2021-09-16,Alicante,FI1582,08:50,Departure
2927,EasyJet,Á áætlun,2021-07-24,2021-09-16,Manchester,EZY1806,09:00,Departure
2928,Icelandair,Á áætlun,2021-07-24,2021-09-16,Boston,FI635,09:20,Departure
2929,Delta,Á áætlun,2021-07-24,2021-09-16,Minneapolis St Paul,DL261,09:30,Departure
2930,Wizz Air,Á áætlun,2021-07-24,2021-09-16,Vín,W62858,10:25,Departure
2931,United Airlines,Á áætlun,2021-07-24,2021-09-16,Chicago,UA913,10:30,Departure
2932,SAS,Á áætlun,2021-07-24,2021-09-16,Kaupmannahöfn,SK596,10:30,Departure
2933,JET2.Com,Á áætlun,2021-07-24,2021-09-16,Manchester,LS4088,11:15,Departure
2934,Delta,Á áætlun,2021-07-24,2021-09-16,New York JFK,DL247,11:15,Departure
2935,United Airlines,Á áætlun,2021-07-24,2021-09-16,New York Newark,UA967,11:20,Departure
2936,SAS,Á áætlun,2021-07-24,2021-09-16,Osló,SK4788,11:40,Departure
2937,Lufthansa,Á áætlun,2021-07-24,2021-09-16,Frankfurt,LH857,13:35,Departure
2938,Wizz Air,Á áætlun,2021-07-24,2021-09-16,Napoli Capodichino,W68434,14:20,Departure
2939,EasyJet,Á áætlun,2021-07-24,2021-09-16,Edinborg,EZY6942,15:05,Departure
2940,Play,Á áætlun,2021-07-24,2021-09-16,Kaupmannahöfn,OG904,15:15,Departure
2941,Icelandair,Á áætlun,2021-07-24,2021-09-16,Amsterdam,FI504,16:00,Departure
2942,Icelandair,Á áætlun,2021-07-24,2021-09-16,London Heathrow,FI454,16:10,Departure
2943,Icelandair,Á áætlun,2021-07-24,2021-09-16,Kaupmannahöfn,FI216,16:10,Departure
2944,Icelandair,Á áætlun,2021-07-24,2021-09-16,Osló,FI324,16:25,Departure
2945,Icelandair,Á áætlun,2021-07-24,2021-09-16,Minneapolis St Paul,FI657,16:45,Departure
2946,Icelandair,Á áætlun,2021-07-24,2021-09-16,Chicago,FI853,16:45,Departure
2947,Icelandair,Á áætlun,2021-07-24,2021-09-16,Madríd,FI594,16:45,Departure
2948,Icelandair,Á áætlun,2021-07-24,2021-09-16,Portland,FI665,16:50,Departure
2949,Icelandair,Á áætlun,2021-07-24,2021-09-16,Washington Dulles,FI645,16:50,Departure
2950,Icelandair,Á áætlun,2021-07-24,2021-09-16,Denver,FI671,16:55,Departure
2951,Icelandair,Á áætlun,2021-07-24,2021-09-16,New York JFK,FI615,17:00,Departure
2952,Icelandair,Á áætlun,2021-07-24,2021-09-16,New York Newark,FI623,17:00,Departure
2953,Icelandair,Á áætlun,2021-07-24,2021-09-16,Toronto,FI603,17:05,Departure
2954,Icelandair,Á áætlun,2021-07-24,2021-09-16,Seattle,FI681,17:05,Departure
2955,Icelandair,Á áætlun,2021-07-24,2021-09-16,Boston,FI631,17:15,Departure
2956,Icelandair,Á áætlun,2021-07-24,2021-09-16,Vancouver,FI697,17:20,Departure
2957,Icelandair,Á áætlun,2021-07-24,2021-09-16,Orlando,FI689,17:25,Departure
2958,Icelandair,Á áætlun,2021-07-24,2021-09-16,Seattle,FI683,17:50,Departure
2959,Wizz Air,Á áætlun,2021-07-24,2021-09-16,Riga,W62598,18:50,Departure
2960,Wizz Air,Á áætlun,2021-07-24,2021-09-16,Mílanó,W65566,19:20,Departure
2961,Wizz Air,Á áætlun,2021-07-24,2021-09-16,Gdansk,W61774,20:00,Departure
2962,Vueling,Á áætlun,2021-07-24,2021-09-16,Barcelona,VY8561,21:55,Departure
2963,Wizz Air,Á áætlun,2021-07-24,2021-09-16,London Luton,W94498,21:55,Departure
2964,Wizz Air,Á áætlun,2021-07-24,2021-09-17,Varsjá,W61540,00:05,Departure
2965,Lufthansa,Á áætlun,2021-07-24,2021-09-17,Munchen,LH2469,01:05,Departure
2966,Play,Á áætlun,2021-07-24,2021-09-17,París CDG,OG400,06:00,Departure
